Biosample,Accession,Species,Prophage count
SAMN14277526,CP049852.1,Escherichia coli,3
SAMN14277526,CP049853.1,Escherichia coli,0
SAMN14331243,CP049936.1,Escherichia coli,1
SAMN14342226,CP049979.1,Escherichia coli,3
SAMN14278032,CP050047.1,Escherichia coli,4
SAMN12026942,CP050173.1,Escherichia coli,3
SAMN12026942,CP050174.1,Escherichia coli,0
SAMN14421542,CP050382.1,Escherichia coli,3
SAMN14449600,CP050498.1,Escherichia coli,11
SAMN13978660,CP050646.1,Escherichia coli,2
SAMN02353134,CP050998.1,Escherichia coli,9
SAMN02353067,CP051001.1,Escherichia coli,2
SAMN14558608,CP051219.1,Escherichia coli,4
SAMN14558879,CP051222.1,Escherichia coli,1
SAMN14575425,CP051263.1,Escherichia coli,4
SAMN14609795,CP051688.1,Escherichia coli,6
SAMN14609793,CP051694.1,Escherichia coli,4
SAMN14609787,CP051698.1,Escherichia coli,2
SAMN14609785,CP051700.1,Escherichia coli,4
SAMN14609784,CP051706.1,Escherichia coli,3
SAMN14609783,CP051711.1,Escherichia coli,3
SAMN14609783,CP051713.1,Escherichia coli,0
SAMN14609782,CP051714.1,Escherichia coli,1
SAMN14609779,CP051716.1,Escherichia coli,1
SAMN14609778,CP051719.1,Escherichia coli,3
SAMN14609776,CP051725.1,Escherichia coli,1
SAMN14609775,CP051727.1,Escherichia coli,2
SAMN14609774,CP051733.1,Escherichia coli,2
SAMN14609773,CP051735.1,Escherichia coli,3
SAMN14609770,CP051738.1,Escherichia coli,4
SAMN14609800,CP051744.1,Escherichia coli,3
SAMN14609790,CP051751.1,Escherichia coli,2
SAMN14609768,CP051753.1,Escherichia coli,3
SAMN14609777,CP051765.1,Escherichia coli,1
SAMN14609767,CP051849.1,Escherichia coli,0
SAMEA3138186,AJ938182.1,Staphylococcus aureus,1
SAMEA2272644,AM990992.1,Staphylococcus aureus,2
SAMEA2272644,AM990993.1,Staphylococcus aureus,0
SAMEA2272644,AM990994.1,Staphylococcus aureus,0
SAMEA2272644,AM990995.1,Staphylococcus aureus,0
SAMD00060910,AP009324.1,Staphylococcus aureus,2
SAMD00060913,AP009351.1,Staphylococcus aureus,3
SAMD00020283,AP014652.1,Staphylococcus aureus,1
SAMD00020284,AP014653.1,Staphylococcus aureus,1
SAMD00034144,AP014921.1,Staphylococcus aureus,1
SAMD00034144,AP014922.1,Staphylococcus aureus,0
SAMD00039082,AP014942.1,Staphylococcus aureus,1
SAMD00039082,AP014943.1,Staphylococcus aureus,0
SAMD00044982,AP017320.1,Staphylococcus aureus,3
SAMD00044982,AP017321.1,Staphylococcus aureus,0
SAMD00043228,AP017377.1,Staphylococcus aureus,2
SAMD00089953,AP018349.1,Staphylococcus aureus,1
SAMD00134450,AP018922.1,Staphylococcus aureus,0
SAMD00134209,AP018923.1,Staphylococcus aureus,2
SAMD00134209,AP018924.1,Staphylococcus aureus,0
SAMD00148192,AP019305.1,Staphylococcus aureus,4
SAMD00148193,AP019306.1,Staphylococcus aureus,4
SAMD00164374,AP019542.1,Staphylococcus aureus,3
SAMD00164376,AP019543.1,Staphylococcus aureus,3
SAMD00164376,AP019544.1,Staphylococcus aureus,0
SAMD00164378,AP019545.1,Staphylococcus aureus,3
SAMD00164378,AP019546.1,Staphylococcus aureus,0
SAMD00172962,AP019751.1,Staphylococcus aureus,2
SAMD00180471,AP020311.1,Staphylococcus aureus,0
SAMD00180471,AP020312.1,Staphylococcus aureus,0
SAMD00180472,AP020313.1,Staphylococcus aureus,1
SAMD00180472,AP020314.1,Staphylococcus aureus,0
SAMD00180474,AP020316.1,Staphylococcus aureus,0
SAMD00180474,AP020317.1,Staphylococcus aureus,0
SAMD00180475,AP020318.1,Staphylococcus aureus,1
SAMD00180475,AP020319.1,Staphylococcus aureus,0
SAMD00180476,AP020320.1,Staphylococcus aureus,2
SAMD00180476,AP020321.1,Staphylococcus aureus,0
SAMD00180477,AP020322.1,Staphylococcus aureus,1
SAMD00180477,AP020323.1,Staphylococcus aureus,0
SAMD00180470,AP020324.1,Staphylococcus aureus,2
SAMD00180470,AP020325.1,Staphylococcus aureus,0
SAMD00212273,AP023034.1,Staphylococcus aureus,2
SAMD00258402,AP024170.1,Staphylococcus aureus,0
SAMD00269944,AP024315.1,Staphylococcus aureus,0
SAMD00269945,AP024318.1,Staphylococcus aureus,0
SAMD00276649,AP024511.1,Staphylococcus aureus,3
SAMD00291287,AP024732.1,Staphylococcus aureus,1
SAMD00225532,AP025693.1,Staphylococcus aureus,2
SAMD00260231,AP027134.1,Staphylococcus aureus,0
SAMD00260312,AP027135.1,Staphylococcus aureus,0
SAMEA1705935,BX571856.1,Staphylococcus aureus,2
SAMEA1705922,BX571857.1,Staphylococcus aureus,2
SAMEA1705922,BX571858.1,Staphylococcus aureus,0
SAMN02603996,CP000045.2,Staphylococcus aureus,0
SAMN02603996,CP000046.1,Staphylococcus aureus,1
SAMN02604235,CP000253.1,Staphylococcus aureus,3
SAMN02604150,CP000255.1,Staphylococcus aureus,2
SAMN02604150,CP000257.1,Staphylococcus aureus,0
SAMN02598343,CP000703.1,Staphylococcus aureus,3
SAMN02598343,CP000704.1,Staphylococcus aureus,0
SAMN00253845,CP000730.1,Staphylococcus aureus,2
SAMN00253845,CP000731.1,Staphylococcus aureus,0
SAMN00253845,CP001544.1,Staphylococcus aureus,0
SAMN02604165,CP001781.1,Staphylococcus aureus,1
SAMN02603764,CP001844.2,Staphylococcus aureus,2
SAMN02604166,CP001996.1,Staphylococcus aureus,0
SAMN00002240,CP002110.1,Staphylococcus aureus,0
SAMN00002240,CP002111.1,Staphylococcus aureus,0
SAMN02604217,CP002114.3,Staphylococcus aureus,0
SAMN02604217,CP002115.1,Staphylococcus aureus,0
SAMN02603619,CP002120.1,Staphylococcus aureus,0
SAMN00103091,CP002388.1,Staphylococcus aureus,1
SAMN00103091,CP002389.1,Staphylococcus aureus,0
SAMN02603905,CP002643.1,Staphylococcus aureus,1
SAMN02603393,CP003033.1,Staphylococcus aureus,0
SAMN02603643,CP003166.2,Staphylococcus aureus,1
SAMN02603886,CP003193.1,Staphylococcus aureus,0
SAMN02603886,CP003194.1,Staphylococcus aureus,3
SAMN00996491,CP003603.1,Staphylococcus aureus,1
SAMN02603110,CP003604.1,Staphylococcus aureus,0
SAMN02603420,CP003979.1,Staphylococcus aureus,1
SAMN02603420,CP003980.1,Staphylococcus aureus,0
SAMN02603420,CP003981.1,Staphylococcus aureus,0
SAMN02603524,CP005288.1,Staphylococcus aureus,2
SAMN02603524,CP005289.1,Staphylococcus aureus,0
SAMN02603909,CP006044.1,Staphylococcus aureus,2
SAMN02603909,CP006045.1,Staphylococcus aureus,0
SAMN02261725,CP006630.1,Staphylococcus aureus,2
SAMN02604264,CP006706.1,Staphylococcus aureus,0
SAMN03081531,CP007176.1,Staphylococcus aureus,3
SAMN03081531,CP007177.1,Staphylococcus aureus,0
SAMN03081531,CP007178.1,Staphylococcus aureus,0
SAMN02690781,CP007454.1,Staphylococcus aureus,2
SAMN02690781,CP007455.1,Staphylococcus aureus,0
SAMN03290990,CP007499.1,Staphylococcus aureus,3
SAMN03290990,CP007500.1,Staphylococcus aureus,0
SAMN02743812,CP007657.1,Staphylococcus aureus,1
SAMN02743812,CP007658.1,Staphylococcus aureus,0
SAMN02767598,CP007659.1,Staphylococcus aureus,2
SAMN02746692,CP007670.1,Staphylococcus aureus,3
SAMN02746692,CP007671.1,Staphylococcus aureus,0
SAMN02767090,CP007672.1,Staphylococcus aureus,2
SAMN02767090,CP007673.1,Staphylococcus aureus,0
SAMN02767179,CP007674.1,Staphylococcus aureus,1
SAMN02767179,CP007675.1,Staphylococcus aureus,0
SAMN02767311,CP007676.1,Staphylococcus aureus,2
SAMN02777327,CP007690.1,Staphylococcus aureus,0
SAMN03009478,CP009361.1,Staphylococcus aureus,2
SAMN03009478,CP009362.1,Staphylococcus aureus,0
SAMN06238073,CP009423.1,Staphylococcus aureus,3
SAMN06238073,CP009424.1,Staphylococcus aureus,0
SAMN06238073,CP009425.1,Staphylococcus aureus,0
SAMN03144721,CP009681.1,Staphylococcus aureus,4
SAMN03251897,CP010295.1,Staphylococcus aureus,2
SAMN03251898,CP010296.1,Staphylococcus aureus,2
SAMN03251894,CP010297.1,Staphylococcus aureus,2
SAMN03251899,CP010298.1,Staphylococcus aureus,2
SAMN03251895,CP010299.1,Staphylococcus aureus,2
SAMN03251896,CP010300.1,Staphylococcus aureus,2
SAMN03267304,CP010402.1,Staphylococcus aureus,2
SAMN03267304,CP010403.1,Staphylococcus aureus,0
SAMN03267304,CP010404.1,Staphylococcus aureus,0
SAMN03268345,CP010526.1,Staphylococcus aureus,2
SAMN03267711,CP010890.1,Staphylococcus aureus,2
SAMN03267711,CP010891.1,Staphylococcus aureus,0
SAMN03387935,CP010998.1,Staphylococcus aureus,2
SAMN03444404,CP011147.1,Staphylococcus aureus,2
SAMN03651231,CP011526.1,Staphylococcus aureus,1
SAMN03651231,CP011527.1,Staphylococcus aureus,0
SAMN03699895,CP011528.1,Staphylococcus aureus,0
SAMN03699895,CP011529.1,Staphylococcus aureus,0
SAMN03742530,CP011685.1,Staphylococcus aureus,1
SAMN03835492,CP012011.1,Staphylococcus aureus,3
SAMN03835494,CP012012.1,Staphylococcus aureus,2
SAMN03765155,CP012013.1,Staphylococcus aureus,2
SAMN03765155,CP012014.1,Staphylococcus aureus,0
SAMN03835466,CP012015.1,Staphylococcus aureus,3
SAMN03835466,CP012016.1,Staphylococcus aureus,0
SAMN03835488,CP012017.1,Staphylococcus aureus,0
SAMN03835488,CP012018.1,Staphylococcus aureus,2
SAMN03787328,CP012119.2,Staphylococcus aureus,0
SAMN03787340,CP012120.2,Staphylococcus aureus,2
SAMN03787340,CP012121.2,Staphylococcus aureus,0
SAMN03093451,CP012593.1,Staphylococcus aureus,2
SAMN04046233,CP012692.1,Staphylococcus aureus,3
SAMN03777299,CP012756.1,Staphylococcus aureus,0
SAMN03777299,CP012757.1,Staphylococcus aureus,0
SAMN04166389,CP012970.1,Staphylococcus aureus,1
SAMN04166389,CP012971.1,Staphylococcus aureus,0
SAMN04166246,CP012972.1,Staphylococcus aureus,1
SAMN04166246,CP012973.1,Staphylococcus aureus,0
SAMN04166545,CP012974.1,Staphylococcus aureus,1
SAMN04166545,CP012975.1,Staphylococcus aureus,0
SAMN04166544,CP012976.1,Staphylococcus aureus,1
SAMN04166544,CP012977.1,Staphylococcus aureus,0
SAMN04166543,CP012978.1,Staphylococcus aureus,0
SAMN04166494,CP012979.1,Staphylococcus aureus,0
SAMN04166494,CP012980.1,Staphylococcus aureus,0
SAMN04243988,CP013132.1,Staphylococcus aureus,0
SAMN04253017,CP013137.1,Staphylococcus aureus,3
SAMN04263915,CP013182.1,Staphylococcus aureus,1
SAMN04276964,CP013218.1,Staphylococcus aureus,2
SAMN04325935,CP013616.1,Staphylococcus aureus,1
SAMN04325935,CP013617.1,Staphylococcus aureus,0
SAMN04325935,CP013618.1,Staphylococcus aureus,0
SAMN04325938,CP013619.1,Staphylococcus aureus,0
SAMN04325938,CP013620.1,Staphylococcus aureus,0
SAMN04325940,CP013621.1,Staphylococcus aureus,2
SAMN04219574,CP013953.1,Staphylococcus aureus,3
SAMN04219574,CP013954.1,Staphylococcus aureus,0
SAMN03955396,CP013955.1,Staphylococcus aureus,2
SAMN03955396,CP013956.1,Staphylococcus aureus,0
SAMN04219577,CP013957.1,Staphylococcus aureus,4
SAMN04219577,CP013958.1,Staphylococcus aureus,0
SAMN04219581,CP013959.1,Staphylococcus aureus,4
SAMN04219581,CP013960.1,Staphylococcus aureus,0
SAMN03996304,CP014063.1,Staphylococcus aureus,0
SAMN03996304,CP014064.2,Staphylococcus aureus,2
SAMN04497595,CP014362.1,Staphylococcus aureus,3
SAMN04497596,CP014365.1,Staphylococcus aureus,3
SAMN04497597,CP014368.1,Staphylococcus aureus,3
SAMN04497598,CP014371.1,Staphylococcus aureus,3
SAMN04497599,CP014376.1,Staphylococcus aureus,3
SAMN04497600,CP014381.1,Staphylococcus aureus,3
SAMN04497601,CP014384.1,Staphylococcus aureus,3
SAMN04497602,CP014387.1,Staphylococcus aureus,3
SAMN04497603,CP014392.1,Staphylococcus aureus,0
SAMN04497604,CP014397.1,Staphylococcus aureus,0
SAMN04497605,CP014402.1,Staphylococcus aureus,0
SAMN04497606,CP014407.1,Staphylococcus aureus,2
SAMN04497606,CP014408.1,Staphylococcus aureus,0
SAMN04497607,CP014409.1,Staphylococcus aureus,3
SAMN04497607,CP014410.1,Staphylococcus aureus,0
SAMN04497607,CP014411.1,Staphylococcus aureus,0
SAMN04497608,CP014412.1,Staphylococcus aureus,3
SAMN04497608,CP014413.1,Staphylococcus aureus,0
SAMN04497608,CP014414.1,Staphylococcus aureus,0
SAMN04497609,CP014415.1,Staphylococcus aureus,0
SAMN04497610,CP014420.1,Staphylococcus aureus,3
SAMN04497610,CP014421.1,Staphylococcus aureus,0
SAMN04497610,CP014422.1,Staphylococcus aureus,0
SAMN04497611,CP014423.1,Staphylococcus aureus,3
SAMN04497611,CP014424.1,Staphylococcus aureus,0
SAMN04497611,CP014425.1,Staphylococcus aureus,0
SAMN04497612,CP014426.1,Staphylococcus aureus,3
SAMN04497612,CP014427.1,Staphylococcus aureus,0
SAMN04497612,CP014428.1,Staphylococcus aureus,0
SAMN04497613,CP014429.1,Staphylococcus aureus,3
SAMN04497613,CP014430.1,Staphylococcus aureus,0
SAMN04497613,CP014431.1,Staphylococcus aureus,0
SAMN04497614,CP014432.1,Staphylococcus aureus,3
SAMN04497614,CP014433.1,Staphylococcus aureus,0
SAMN04497614,CP014434.1,Staphylococcus aureus,0
SAMN04497615,CP014435.1,Staphylococcus aureus,3
SAMN04497615,CP014436.1,Staphylococcus aureus,0
SAMN04497615,CP014437.1,Staphylococcus aureus,0
SAMN04497616,CP014438.1,Staphylococcus aureus,3
SAMN04497616,CP014439.1,Staphylococcus aureus,0
SAMN04497616,CP014440.1,Staphylococcus aureus,0
SAMN04497617,CP014441.1,Staphylococcus aureus,3
SAMN04497617,CP014442.1,Staphylococcus aureus,0
SAMN04497617,CP014443.1,Staphylococcus aureus,0
SAMN04497618,CP014444.1,Staphylococcus aureus,3
SAMN04276964,CP014694.1,Staphylococcus aureus,0
SAMN04276964,CP014695.1,Staphylococcus aureus,0
SAMN02953006,CP014791.1,Staphylococcus aureus,0
SAMN04590098,CP015173.1,Staphylococcus aureus,2
SAMN04590098,CP015174.1,Staphylococcus aureus,0
SAMN04590098,CP015175.1,Staphylococcus aureus,0
SAMN04903357,CP015447.2,Staphylococcus aureus,3
SAMN04939716,CP015645.1,Staphylococcus aureus,2
SAMN04939717,CP015646.1,Staphylococcus aureus,1
SAMN04995068,CP015817.1,Staphylococcus aureus,2
SAMN04995068,CP015818.1,Staphylococcus aureus,0
SAMN05292960,CP016398.1,Staphylococcus aureus,1
SAMN05292960,CP016399.1,Staphylococcus aureus,0
SAMN04966150,CP016855.2,Staphylococcus aureus,0
SAMN04966148,CP016856.2,Staphylococcus aureus,1
SAMN04966145,CP016858.2,Staphylococcus aureus,0
SAMN04966149,CP016860.2,Staphylococcus aureus,0
SAMN04966149,CP016861.2,Staphylococcus aureus,2
SAMN04964640,CP016862.2,Staphylococcus aureus,0
SAMN04964640,CP016863.2,Staphylococcus aureus,2
SAMN04571767,CP017090.1,Staphylococcus aureus,2
SAMN04571756,CP017091.1,Staphylococcus aureus,2
SAMN04966147,CP017094.2,Staphylococcus aureus,0
SAMN05520967,CP017115.1,Staphylococcus aureus,2
SAMN06062108,CP018205.1,Staphylococcus aureus,3
SAMN06130958,CP018629.1,Staphylococcus aureus,3
SAMN06200256,CP019117.1,Staphylococcus aureus,2
SAMN06277866,CP019563.1,Staphylococcus aureus,1
SAMN06277866,CP019564.1,Staphylococcus aureus,0
SAMN06277866,CP019565.1,Staphylococcus aureus,0
SAMN06277866,CP019566.1,Staphylococcus aureus,0
SAMN06277866,CP019567.1,Staphylococcus aureus,0
SAMN05860146,CP019590.1,Staphylococcus aureus,2
SAMN06251153,CP019591.2,Staphylococcus aureus,1
SAMN06274061,CP019592.1,Staphylococcus aureus,1
SAMN06274062,CP019593.2,Staphylococcus aureus,1
SAMN06274093,CP019594.2,Staphylococcus aureus,3
SAMN06274241,CP019595.2,Staphylococcus aureus,1
SAMN04008874,CP019945.1,Staphylococcus aureus,2
SAMN06480668,CP020019.1,Staphylococcus aureus,1
SAMN06480665,CP020020.1,Staphylococcus aureus,1
SAMN06480665,CP020021.1,Staphylococcus aureus,0
SAMN06578843,CP020354.1,Staphylococcus aureus,0
SAMN06578843,CP020355.1,Staphylococcus aureus,0
SAMN03763991,CP020467.1,Staphylococcus aureus,2
SAMN06702660,CP020713.1,Staphylococcus aureus,1
SAMN06702662,CP020714.1,Staphylococcus aureus,1
SAMN06703161,CP020741.1,Staphylococcus aureus,1
SAMN06830421,CP020956.1,Staphylococcus aureus,2
SAMN06830422,CP020957.1,Staphylococcus aureus,2
SAMN06830441,CP020959.1,Staphylococcus aureus,0
SAMN06830443,CP020960.1,Staphylococcus aureus,4
SAMN06480776,CP021105.1,Staphylococcus aureus,1
SAMN06560523,CP021171.1,Staphylococcus aureus,1
SAMN06856373,CP021178.1,Staphylococcus aureus,1
SAMN07212543,CP021905.1,Staphylococcus aureus,2
SAMN07212543,CP021906.1,Staphylococcus aureus,0
SAMN07212544,CP021907.1,Staphylococcus aureus,2
SAMN07212544,CP021908.1,Staphylococcus aureus,0
SAMN07407571,CP022582.1,Staphylococcus aureus,3
SAMN07372047,CP022607.1,Staphylococcus aureus,1
SAMN07372047,CP022608.1,Staphylococcus aureus,0
SAMN07340892,CP022682.1,Staphylococcus aureus,3
SAMN07340892,CP022683.1,Staphylococcus aureus,0
SAMN07340891,CP022717.1,Staphylococcus aureus,3
SAMN07340893,CP022718.1,Staphylococcus aureus,0
SAMN07340893,CP022719.1,Staphylococcus aureus,0
SAMN07340894,CP022720.1,Staphylococcus aureus,0
SAMN07340894,CP022721.1,Staphylococcus aureus,0
SAMN07340895,CP022892.1,Staphylococcus aureus,0
SAMN07340897,CP022893.1,Staphylococcus aureus,1
SAMN07340898,CP022894.1,Staphylococcus aureus,1
SAMN07340899,CP022895.1,Staphylococcus aureus,1
SAMN07340900,CP022896.1,Staphylococcus aureus,1
SAMN07340901,CP022897.1,Staphylococcus aureus,2
SAMN07340902,CP022898.1,Staphylococcus aureus,2
SAMN07340903,CP022899.1,Staphylococcus aureus,0
SAMN07340904,CP022900.1,Staphylococcus aureus,0
SAMN07340905,CP022901.1,Staphylococcus aureus,0
SAMN07340906,CP022902.1,Staphylococcus aureus,2
SAMN07340909,CP022903.1,Staphylococcus aureus,1
SAMN07340910,CP022904.1,Staphylococcus aureus,1
SAMN07340911,CP022905.1,Staphylococcus aureus,1
SAMN07340907,CP022906.1,Staphylococcus aureus,2
SAMN07340907,CP022907.1,Staphylococcus aureus,0
SAMN07340908,CP022908.1,Staphylococcus aureus,2
SAMN07340908,CP022909.1,Staphylococcus aureus,0
SAMN07340896,CP022910.1,Staphylococcus aureus,1
SAMN07340896,CP022911.1,Staphylococcus aureus,0
SAMN07629846,CP023390.1,Staphylococcus aureus,4
SAMN07629847,CP023391.1,Staphylococcus aureus,4
SAMN07312456,CP023500.1,Staphylococcus aureus,1
SAMN07684573,CP023561.1,Staphylococcus aureus,1
SAMN08024196,CP024998.1,Staphylococcus aureus,2
SAMN08024196,CP024999.1,Staphylococcus aureus,0
SAMN02469934,CP025395.1,Staphylococcus aureus,2
SAMN04966148,CP025481.1,Staphylococcus aureus,0
SAMN04966149,CP025487.1,Staphylococcus aureus,0
SAMN03787340,CP025489.1,Staphylococcus aureus,0
SAMN04966146,CP025495.1,Staphylococcus aureus,0
SAMN03255453,CP026063.1,Staphylococcus aureus,2
SAMN03255458,CP026064.1,Staphylococcus aureus,2
SAMN03255458,CP026065.1,Staphylococcus aureus,0
SAMN03255459,CP026066.1,Staphylococcus aureus,1
SAMN03255460,CP026067.1,Staphylococcus aureus,3
SAMN03255463,CP026068.1,Staphylococcus aureus,0
SAMN03255464,CP026069.1,Staphylococcus aureus,2
SAMN03255466,CP026070.1,Staphylococcus aureus,1
SAMN03255469,CP026071.1,Staphylococcus aureus,0
SAMN03255474,CP026072.1,Staphylococcus aureus,0
SAMN03255481,CP026073.1,Staphylococcus aureus,2
SAMN03255486,CP026074.1,Staphylococcus aureus,1
SAMN03255486,CP026075.1,Staphylococcus aureus,0
SAMN03255444,CP026076.1,Staphylococcus aureus,2
SAMN03255446,CP026077.1,Staphylococcus aureus,0
SAMN03255446,CP026078.1,Staphylococcus aureus,0
SAMN03255448,CP026079.1,Staphylococcus aureus,1
SAMN03255451,CP026080.1,Staphylococcus aureus,0
SAMN03255451,CP026081.1,Staphylococcus aureus,0
SAMN03255487,CP026953.1,Staphylococcus aureus,2
SAMN03255482,CP026957.1,Staphylococcus aureus,2
SAMN03255479,CP026958.1,Staphylococcus aureus,2
SAMN03255479,CP026959.1,Staphylococcus aureus,0
SAMN03255454,CP026960.1,Staphylococcus aureus,3
SAMN03255449,CP026961.1,Staphylococcus aureus,4
SAMN03255445,CP026962.1,Staphylococcus aureus,0
SAMN03255445,CP026963.1,Staphylococcus aureus,0
SAMN03255442,CP026964.1,Staphylococcus aureus,2
SAMN03255441,CP026968.1,Staphylococcus aureus,2
SAMN08717048,CP027788.1,Staphylococcus aureus,3
SAMN08663436,CP028165.1,Staphylococcus aureus,1
SAMN08663447,CP028189.1,Staphylococcus aureus,0
SAMN08668672,CP028190.1,Staphylococcus aureus,3
SAMN08668672,CP028191.1,Staphylococcus aureus,0
SAMN08580535,CP028468.1,Staphylococcus aureus,1
SAMN08580535,CP028469.1,Staphylococcus aureus,0
SAMN08580907,CP028470.1,Staphylococcus aureus,1
SAMN08580907,CP028471.1,Staphylococcus aureus,0
SAMN08963276,CP029030.1,Staphylococcus aureus,1
SAMN08963293,CP029031.1,Staphylococcus aureus,2
SAMN08963307,CP029032.1,Staphylococcus aureus,2
SAMN07291559,CP029079.1,Staphylococcus aureus,0
SAMN07291559,CP029080.1,Staphylococcus aureus,1
SAMN07291558,CP029081.1,Staphylococcus aureus,0
SAMN07291558,CP029082.1,Staphylococcus aureus,4
SAMN07291557,CP029083.1,Staphylococcus aureus,0
SAMN07291557,CP029084.1,Staphylococcus aureus,2
SAMN07291555,CP029085.1,Staphylococcus aureus,0
SAMN07291555,CP029086.1,Staphylococcus aureus,1
SAMN07291554,CP029087.1,Staphylococcus aureus,2
SAMN08999370,CP029166.1,Staphylococcus aureus,0
SAMN08999457,CP029172.1,Staphylococcus aureus,1
SAMN09220587,CP029474.1,Staphylococcus aureus,0
SAMN09253995,CP029627.1,Staphylococcus aureus,2
SAMN09253995,CP029628.1,Staphylococcus aureus,0
SAMN09254008,CP029629.1,Staphylococcus aureus,1
SAMN07291565,CP029648.1,Staphylococcus aureus,0
SAMN07291565,CP029649.1,Staphylococcus aureus,1
SAMN07291564,CP029652.1,Staphylococcus aureus,0
SAMN07291563,CP029653.1,Staphylococcus aureus,1
SAMN07291562,CP029654.1,Staphylococcus aureus,0
SAMN07291562,CP029655.1,Staphylococcus aureus,1
SAMN07291561,CP029656.1,Staphylococcus aureus,0
SAMN07291561,CP029657.1,Staphylococcus aureus,4
SAMN07291560,CP029658.1,Staphylococcus aureus,4
SAMN07291560,CP029659.1,Staphylococcus aureus,0
SAMN04901618,CP029663.1,Staphylococcus aureus,3
SAMN04901616,CP029664.1,Staphylococcus aureus,2
SAMN04901616,CP029665.1,Staphylococcus aureus,0
SAMN04901615,CP029666.1,Staphylococcus aureus,0
SAMN04901615,CP029667.1,Staphylococcus aureus,3
SAMN04901613,CP029668.1,Staphylococcus aureus,0
SAMN04901613,CP029669.1,Staphylococcus aureus,2
SAMN04901612,CP029670.1,Staphylococcus aureus,0
SAMN04901612,CP029671.1,Staphylococcus aureus,0
SAMN04901610,CP029672.1,Staphylococcus aureus,0
SAMN04901610,CP029673.1,Staphylococcus aureus,1
SAMN04901609,CP029674.1,Staphylococcus aureus,0
SAMN04901609,CP029675.1,Staphylococcus aureus,2
SAMN04901606,CP029678.1,Staphylococcus aureus,0
SAMN04901605,CP029679.1,Staphylococcus aureus,0
SAMN04901605,CP029680.1,Staphylococcus aureus,4
SAMN07291566,CP029681.1,Staphylococcus aureus,1
SAMN08717045,CP029685.1,Staphylococcus aureus,2
SAMN07285687,CP029751.1,Staphylococcus aureus,1
SAMN07411885,CP030136.1,Staphylococcus aureus,1
SAMN08369795,CP030137.1,Staphylococcus aureus,2
SAMN08369990,CP030138.1,Staphylococcus aureus,4
SAMN07291568,CP030323.1,Staphylococcus aureus,1
SAMN07291568,CP030324.1,Staphylococcus aureus,0
SAMN07291567,CP030325.1,Staphylococcus aureus,0
SAMN07291567,CP030326.1,Staphylococcus aureus,4
SAMN09668081,CP031130.1,Staphylococcus aureus,2
SAMN09668080,CP031131.1,Staphylococcus aureus,2
SAMN09714411,CP031265.1,Staphylococcus aureus,1
SAMN03799496,CP031537.1,Staphylococcus aureus,0
SAMN08997831,CP031661.1,Staphylococcus aureus,2
SAMN08997832,CP031664.1,Staphylococcus aureus,2
SAMN08997833,CP031667.1,Staphylococcus aureus,2
SAMN08997833,CP031669.1,Staphylococcus aureus,0
SAMN08997834,CP031670.1,Staphylococcus aureus,2
SAMN08997835,CP031673.1,Staphylococcus aureus,2
SAMN09847825,CP031779.1,Staphylococcus aureus,1
SAMN09906394,CP031838.1,Staphylococcus aureus,1
SAMN09906500,CP031839.1,Staphylococcus aureus,1
SAMN09906500,CP031840.1,Staphylococcus aureus,0
SAMN09882580,CP031886.1,Staphylococcus aureus,2
SAMN09882580,CP031887.1,Staphylococcus aureus,0
SAMN09882578,CP031888.1,Staphylococcus aureus,2
SAMN09882579,CP031890.1,Staphylococcus aureus,2
SAMN09724428,CP032051.1,Staphylococcus aureus,1
SAMN10059065,CP032481.1,Staphylococcus aureus,1
SAMN10251108,CP033114.1,Staphylococcus aureus,1
SAMN10374696,CP033977.1,Staphylococcus aureus,2
SAMN10374695,CP033982.1,Staphylococcus aureus,2
SAMN10374694,CP033987.1,Staphylococcus aureus,2
SAMN10374693,CP033990.1,Staphylococcus aureus,2
SAMN10374691,CP033996.1,Staphylococcus aureus,2
SAMN10374690,CP033999.1,Staphylococcus aureus,2
SAMN10374689,CP034002.1,Staphylococcus aureus,2
SAMN10374688,CP034005.1,Staphylococcus aureus,2
SAMN10374687,CP034008.1,Staphylococcus aureus,2
SAMN10374686,CP034011.1,Staphylococcus aureus,2
SAMN10374685,CP034014.1,Staphylococcus aureus,2
SAMN10458635,CP034098.1,Staphylococcus aureus,0
SAMN10040537,CP034102.1,Staphylococcus aureus,2
SAMN10374692,CP034259.1,Staphylococcus aureus,2
SAMN08663763,CP034349.1,Staphylococcus aureus,0
SAMN10578733,CP034441.1,Staphylococcus aureus,3
SAMN10739543,CP035101.1,Staphylococcus aureus,1
SAMN10779666,CP035369.1,Staphylococcus aureus,1
SAMN10868425,CP035671.1,Staphylococcus aureus,1
SAMN10779665,CP035791.1,Staphylococcus aureus,1
SAMN11179240,CP038021.1,Staphylococcus aureus,2
SAMN11242055,CP038183.1,Staphylococcus aureus,2
SAMN10039799,CP038819.1,Staphylococcus aureus,2
SAMN11431687,CP039448.1,Staphylococcus aureus,2
SAMN11080949,CP039992.1,Staphylococcus aureus,0
SAMN11476509,CP040560.1,Staphylococcus aureus,2
SAMN11823229,CP040619.1,Staphylococcus aureus,3
SAMN11823230,CP040622.1,Staphylococcus aureus,1
SAMN11823231,CP040623.1,Staphylococcus aureus,2
SAMN11823232,CP040625.1,Staphylococcus aureus,1
